原文件,0-10km/h速度占比,10-20km/h速度占比,20-30km/h速度占比,30-40km/h速度占比,40-50km/h速度占比,    50-60km/h速度占比,60-70km/h速度占比,70以上km/h速度占比,    加速度占比,减速度占比,怠速占比,匀速占比,速度标准差,平均速度,油耗平均值
ff1332,1,0,0,0,0,0,0,0,0.5,1,0.946,0,0.356,1.55,53.11
ff1333,1,0,0,0,0,0,0,0,0.091,0.091,0.214,0.909,0.639,1.5,55.167
ff1334,0.103,0.564,0.333,0,0,0,0,0,0.41,0.436,0.743,0.154,8.028,16.809,0.459
ff1335,1,0,0,0,0,0,0,0,1,1,0.96,0,0.34,1.7,58.02
ff1336,0.352,0.297,0.266,0.086,0,0,0,0,0.461,0.43,0.059,0.109,10.178,15.511,8.275
ff1337,1,0,0,0,0,0,0,0,0.333,1,0.625,0,1.088,2.033,61.307
ff1338,1,0,0,0,0,0,0,0,0,0,0.857,0,0.038,0.1,49.69
ff1339,1,0,0,0,0,0,0,0,0.414,0.448,0.094,0.172,2.269,4.338,34.052
ff1340,0.647,0.353,0,0,0,0,0,0,0.529,0.235,0.346,0.176,5.537,6.806,10.929
ff1341,0.178,0.378,0.178,0.267,0,0,0,0,0.511,0.422,0.1,0.089,13.228,20.587,4.806
ff1342,0.355,0.566,0.079,0,0,0,0,0,0.447,0.408,0.276,0.132,7.636,12.659,3.757
ff1343,1,0,0,0,0,0,0,0,0.333,0.833,0.908,0,1.336,4.05,10.887
ff1344,0.157,0.373,0.098,0.157,0.216,0,0,0,0.549,0.353,0.215,0.118,16.194,24.431,1.917
ff1345,1,0,0,0,0,0,0,0,0.5,0.3,0.667,0.3,0.932,1.93,52.402
ff1346,1,0,0,0,0,0,0,0,0.429,0.286,0.632,0.429,0.901,1.814,54.636
ff1347,0.214,0.071,0.161,0.125,0.429,0,0,0,0.5,0.393,0.211,0.089,19.51,29.979,3.87
ff1348,1,0,0,0,0,0,0,0,1,1,0.889,0,0.067,0.2,58.78
ff1349,1,0,0,0,0,0,0,0,0.5,0.5,0.857,0.25,0.69,1.925,53.67
ff1350,1,0,0,0,0,0,0,0,0.35,0.3,0.2,0.4,1.647,1.975,53.294
ff1351,1,0,0,0,0,0,0,0,1,1,0.952,0,0.327,1.5,49.69
ff1352,0.319,0.021,0.149,0.266,0.138,0.106,0,0,0.574,0.319,0.031,0.117,18.561,26.074,16.087
ff1353,0.085,0.17,0.638,0.106,0,0,0,0,0.489,0.468,0.254,0.064,11.572,22.189,5.835
ff1354,0.085,0.142,0.208,0.274,0.292,0,0,0,0.481,0.406,0.448,0.085,17.348,29.398,3.455
ff1355,1,0,0,0,0,0,0,0,1,1,0.833,0,0.531,1.3,56.51
ff1356,1,0,0,0,0,0,0,0,0.357,0.143,0.222,0.571,0.781,1.764,53.521
ff1357,0.11,0.15,0.48,0.26,0,0,0,0,0.48,0.41,0.174,0.12,12.211,24.13,5.432
ff1358,0.039,0.013,0.198,0.349,0.323,0.078,0,0,0.457,0.405,0.131,0.142,16.16,36.833,2.467
ff1359,1,0,0,0,0,0,0,0,1,1,0.964,0,0.34,1.8,52.98
ff1360,0.224,0.316,0.184,0.197,0.079,0,0,0,0.553,0.316,0.05,0.145,13.404,21.208,0.561
ff1361,0.118,0.151,0.022,0.097,0.151,0.333,0.129,0,0.484,0.462,0.031,0.054,21.152,40.563,1.489
ff1362,1,0,0,0,0,0,0,0,1,1,0.857,0,0.794,2.1,0.26
ff1363,1,0,0,0,0,0,0,0,1,1,0.933,0,1.059,4.1,62.06
ff1364,1,0,0,0,0,0,0,0,0.385,0.385,0.188,0.308,1.374,2.692,27.972
ff1365,0.133,0.227,0.227,0.387,0.027,0,0,0,0.52,0.453,0.051,0.04,12.23,24.276,0.575
ff1366,0.65,0.35,0,0,0,0,0,0,0.4,0.55,0.231,0.1,4.699,8.19,0.342
ff1367,1,0,0,0,0,0,0,0,0.5,0.5,0.6,0.5,0.141,0.25,0.25
ff1368,1,0,0,0,0,0,0,0,0.5,0.5,0.6,0.5,0.141,0.25,0.25
ff1369,1,0,0,0,0,0,0,0,1,1,0.8,0,0.76,1.7,63.84
ff1370,1,0,0,0,0,0,0,0,0.375,0.625,0.385,0.125,3.675,6.625,0.301
ff1371,0.5,0.5,0,0,0,0,0,0,0.5,0.562,0.543,0,5.715,9.55,0.486
ff1372,1,0,0,0,0,0,0,0,0.667,0.667,0.889,0,0.673,2.1,0.277
ff1373,1,0,0,0,0,0,0,0,1,1,0.8,0,1.386,3.1,0.32
ff1374,0.429,0.524,0.048,0,0,0,0,0,0.619,0.429,0.192,0,6.627,10.319,0.316
ff1375,0.038,0.278,0.541,0.143,0,0,0,0,0.444,0.444,0.3,0.12,11.798,22.926,0.512
ff1376,0.421,0.421,0.158,0,0,0,0,0,0.421,0.579,0.747,0.053,6.144,11.663,0.32
ff1377,1,0,0,0,0,0,0,0,1,1,0.968,0,0.359,2,59.8
ff1378,0.909,0.091,0,0,0,0,0,0,0.455,0.455,0.714,0.136,2.926,5.6,3.154
ff1379,1,0,0,0,0,0,0,0,0.375,0.5,0.8,0.25,0.867,2.087,30.431
ff1380,0.275,0.529,0.118,0.078,0,0,0,0,0.569,0.373,0.311,0.078,9.665,14.751,0.49
ff1381,0.268,0.661,0.071,0,0,0,0,0,0.446,0.482,0.371,0.089,7.525,13.057,0.372
ff1382,1,0,0,0,0,0,0,0,1,1,0.857,0,0.907,2.4,0.27
ff1383,1,0,0,0,0,0,0,0,1,1,0.8,0,0.179,0.4,0.27
ff1384,0.452,0.548,0,0,0,0,0,0,0.419,0.452,0.088,0.161,6.302,9.916,0.356
ff1385,1,0,0,0,0,0,0,0,0.429,0.714,0.65,0,3.209,5.771,0.279
ff1386,1,0,0,0,0,0,0,0,0.667,0.333,0.455,0.167,2.126,3.55,0.32
ff1387,1,0,0,0,0,0,0,0,0.333,1,0.625,0,1.273,2.333,0.29
ff1388,1,0,0,0,0,0,0,0,0.333,0.333,0.786,0.667,0.979,2.3,0.29
ff1389,0.344,0.356,0.256,0.044,0,0,0,0,0.422,0.511,0.174,0.078,9.644,15.016,1.181
ff1390,0.933,0.067,0,0,0,0,0,0,0.4,0.467,0.423,0.167,3.849,6.973,4.488
ff1391,0.114,0.657,0.229,0,0,0,0,0,0.429,0.486,0.407,0.114,8.567,15.569,2.19
ff1392,0.459,0.324,0.216,0,0,0,0,0,0.405,0.486,0.431,0.135,9.232,13.289,21.752
ff1393,0.917,0.083,0,0,0,0,0,0,0.333,0.625,0.652,0.083,3.282,5.837,13.525
ff1394,1,0,0,0,0,0,0,0,0.25,1,0.818,0,2.074,4.7,0.258
ff1395,1,0,0,0,0,0,0,0,0.5,0.5,0.733,0.25,0.851,1.85,58.907
ff1396,1,0,0,0,0,0,0,0,0.429,0.571,0.222,0.071,2.98,5.014,9.289
ff1397,1,0,0,0,0,0,0,0,1,1,0.75,0,0.8,1.6,0.24
ff1398,0.783,0.217,0,0,0,0,0,0,0.391,0.435,0.179,0.217,4.151,8.217,11.004
ff1399,0.6,0.4,0,0,0,0,0,0,0.65,0.35,0.487,0.05,6.086,9.135,8.692
ff1400,1,0,0,0,0,0,0,0,0.167,0.167,0.333,0.833,0.124,0.233,41.377
ff1401,0.538,0.308,0.154,0,0,0,0,0,0.308,0.692,0.235,0.077,8.524,11.592,15.031
ff1402,0.327,0.633,0.041,0,0,0,0,0,0.49,0.367,0.183,0.143,7.239,12.563,6.51
ff1403,1,0,0,0,0,0,0,0,1,1,0.941,0,0.437,1.8,54.75
ff1404,1,0,0,0,0,0,0,0,0.5,0.25,0.368,0.333,1.116,2.075,56.365
ff1405,1,0,0,0,0,0,0,0,1,1,0.984,0,0.239,1.9,53.73
ff1406,0.055,0.11,0.137,0.26,0.329,0.11,0,0,0.644,0.274,0.076,0.096,15.836,34.686,0.722
ff1407,0.096,0.163,0.192,0.269,0.221,0.058,0,0,0.5,0.404,0.212,0.087,17.487,29.727,2.397
ff1408,0.421,0.526,0.053,0,0,0,0,0,0.368,0.684,0.269,0,7.911,11.421,0.406
ff1409,0.675,0.325,0,0,0,0,0,0,0.425,0.525,0.298,0.075,5.593,8.31,5.001
ff1410,0.144,0.269,0.31,0.227,0.051,0,0,0,0.495,0.407,0.278,0.102,13.632,22.784,2.52
ff1411,1,0,0,0,0,0,0,0,1,1,0.889,0,0.1,0.3,0.26
ff1412,0.129,0.645,0.226,0,0,0,0,0,0.516,0.403,0.426,0.097,9.3,16.005,0.425
ff1413,1,0,0,0,0,0,0,0,1,0.5,0.917,0,0.496,1.75,58.285
ff1414,0.229,0.486,0.171,0.114,0,0,0,0,0.486,0.4,0.222,0.086,10.947,16.86,0.476
ff1415,1,0,0,0,0,0,0,0,1,1,0.971,0,0.274,1.6,55.75
ff1416,0.154,0.205,0.462,0.179,0,0,0,0,0.41,0.513,0.719,0.103,11.396,22.677,0.544
ff1417,0.109,0.213,0.235,0.126,0.219,0.087,0.011,0,0.475,0.448,0.062,0.082,16.657,29.889,0.686
ff1418,1,0,0,0,0,0,0,0,1,0.25,0.8,0,1.073,2.6,58.405
ff1419,0.242,0.554,0.172,0.032,0,0,0,0,0.446,0.439,0.025,0.121,7.415,15.105,1.934
ff1420,1,0,0,0,0,0,0,0,0.5,0,0.75,0,0.074,0.15,30.905
ff1421,0.5,0.5,0,0,0,0,0,0,0.667,0.5,0.5,0,5.617,10.033,0.49
ff1422,1,0,0,0,0,0,0,0,0.625,0.5,0.385,0,3.085,4.987,0.326
ff1423,1,0,0,0,0,0,0,0,0.438,0.562,0.304,0.062,2.923,5.194,0.362
ff1424,0.804,0.196,0,0,0,0,0,0,0.373,0.549,0.311,0.098,4.655,7.649,6.428
ff1425,1,0,0,0,0,0,0,0,1,1,0.857,0,0.756,2,0.24
ff1426,1,0,0,0,0,0,0,0,0.5,0.5,0.667,0.5,0.103,0.2,62.95
ff1427,1,0,0,0,0,0,0,0,0.545,0.545,0.75,0,1.7,3.673,34.585
ff1428,1,0,0,0,0,0,0,0,0.4,0.8,0.375,0,1.54,2.76,57.826
ff1429,1,0,0,0,0,0,0,0,0.333,0.667,0.897,0.167,1.583,4.983,0.25
ff1430,0.6,0.4,0,0,0,0,0,0,0.7,0.4,0.655,0,4.636,7.94,0.363
ff1431,0.947,0.053,0,0,0,0,0,0,0.526,0.316,0.136,0.211,2.806,6.679,7.001
ff1432,1,0,0,0,0,0,0,0,0.385,0.615,0.618,0.077,1.778,3.392,58.162
ff1433,1,0,0,0,0,0,0,0,0.4,0.4,0.615,0.4,1.214,2.34,56.108
ff1434,0.943,0.057,0,0,0,0,0,0,0.429,0.429,0.167,0.171,3.101,6.394,7.406
ff1435,1,0,0,0,0,0,0,0,0.5,0.5,0.556,0.25,0.923,1.75,61.245
ff1436,0.089,0.14,0.293,0.166,0.255,0.057,0,0,0.459,0.376,0.025,0.159,14.626,30.355,2.074
ff1437,0.81,0.19,0,0,0,0,0,0,0.333,0.429,0.125,0.238,4.758,4.81,0.326
ff1438,1,0,0,0,0,0,0,0,0.444,0.444,0.25,0.167,1.358,2.917,47.696
ff1439,0.147,0.56,0.193,0.1,0,0,0,0,0.507,0.433,0.02,0.053,8.716,16.619,1.409
ff1440,0.602,0.398,0,0,0,0,0,0,0.442,0.434,0.103,0.133,4.936,8.83,4.737
ff1441,0.569,0.431,0,0,0,0,0,0,0.369,0.523,0.207,0.123,5.099,8.915,1.28
ff1442,0.258,0.274,0.145,0.129,0.194,0,0,0,0.516,0.403,0.061,0.097,15.355,21.798,0.619
ff1443,1,0,0,0,0,0,0,0,0,0.5,0.714,0,0.079,0.15,29.895
ff1444,0.061,0.149,0.325,0.237,0.228,0,0,0,0.5,0.377,0.13,0.123,14.054,28.277,2.176
ff1445,1,0,0,0,0,0,0,0,0,0,0.833,0,0.041,0.1,62.57
ff1446,0.294,0.588,0.118,0,0,0,0,0,0.618,0.324,0.477,0.029,8.338,13.885,4.113
ff1447,0.341,0.136,0.091,0.182,0.25,0,0,0,0.523,0.477,0.353,0.023,17.326,23.925,2.013
ff1448,0.023,0.13,0.183,0.466,0.198,0,0,0,0.504,0.42,0.256,0.084,16.043,31.661,2.024
ff1449,0.146,0.146,0.292,0.25,0.167,0,0,0,0.562,0.375,0.368,0.062,16.111,26.129,0.595
ff1450,1,0,0,0,0,0,0,0,1,1,0.667,0,0.115,0.2,48.18
ff1451,1,0,0,0,0,0,0,0,1,1,0.923,0,0.444,1.6,49.69
ff1452,1,0,0,0,0,0,0,0,1,1,0.97,0,0.261,1.5,46.16
ff1453,1,0,0,0,0,0,0,0,1,1,0.923,0,0.471,1.7,48.94
ff1454,1,0,0,0,0,0,0,0,1,1,0.8,0,0.626,1.4,48.44
ff1455,0.114,0.081,0.338,0.254,0.136,0.077,0,0,0.482,0.423,0.014,0.099,13.721,28.842,5.67
ff1456,0.065,0.053,0.153,0.265,0.465,0,0,0,0.471,0.418,0.034,0.118,13.459,35.732,0.563
ff1457,1,0,0,0,0,0,0,0,0.5,0.5,0.667,0.5,0.133,0.25,0.25
ff1458,0.143,0.2,0.286,0.3,0.071,0,0,0,0.443,0.486,0.067,0.071,13.031,24.14,1.399
ff1459,0.477,0.523,0,0,0,0,0,0,0.455,0.364,0.694,0.182,6.48,12.266,0.373
ff1460,0.429,0.571,0,0,0,0,0,0,0.5,0.429,0.5,0.143,5.517,8.936,0.314
ff1461,1,0,0,0,0,0,0,0,0.571,0.143,0.462,0.429,1.022,1.143,0.263
ff1462,0.643,0.357,0,0,0,0,0,0,0.464,0.429,0.097,0.143,4.709,7.979,2.566
ff1463,0.155,0.302,0.378,0.147,0.018,0,0,0,0.46,0.399,0.284,0.137,12.365,20.678,2.432
ff1464,0.066,0.164,0.262,0.426,0.082,0,0,0,0.59,0.41,0.228,0.016,14.715,27.844,0.595
ff1465,0.045,0.135,0.218,0.271,0.278,0.053,0,0,0.534,0.436,0.07,0.038,14.524,33.214,0.579
ff1466,0.184,0.237,0.553,0.026,0,0,0,0,0.421,0.579,0.433,0.026,11.663,20.018,0.525
ff1467,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.2,0.062,6.57,10.181,0.367
ff1468,0.093,0.124,0.388,0.271,0.124,0,0,0,0.504,0.411,0.209,0.093,14.741,26.957,1.046
ff1469,1,0,0,0,0,0,0,0,1,1,0.75,0,0.1,0.2,0.27
ff1470,1,0,0,0,0,0,0,0,1,1,0.938,0,0.725,2.9,0.26
ff1471,1,0,0,0,0,0,0,0,1,1,0.968,0,0.287,1.6,0.24
ff1472,1,0,0,0,0,0,0,0,0.167,0.167,0.5,0.833,0.116,0.217,0.27
ff1473,1,0,0,0,0,0,0,0,0.5,0,0.6,0,0.089,0.15,64.085
ff1474,1,0,0,0,0,0,0,0,0,0,0.667,0,0.058,0.1,63.84
ff1475,0.361,0.306,0.194,0.139,0,0,0,0,0.556,0.417,0.41,0.056,10.969,15.692,9.11
ff1476,1,0,0,0,0,0,0,0,0.429,0.571,0.891,0.143,0.783,2.357,52.259
ff1477,0.136,0.074,0.049,0.148,0.346,0.247,0,0,0.58,0.358,0.058,0.074,18.573,37.028,5.323
ff1478,0.194,0.111,0.139,0.5,0.056,0,0,0,0.5,0.417,0.471,0.083,15.857,25.892,0.754
ff1479,1,0,0,0,0,0,0,0,0.333,0.333,0.5,0.667,0.133,0.233,0.297
ff1480,0.5,0.5,0,0,0,0,0,0,0.3,0.65,0.167,0.1,5.172,8.005,3.469
ff1481,0.25,0.219,0.469,0.062,0,0,0,0,0.531,0.469,0.6,0.031,10.98,18.428,0.499
ff1482,1,0,0,0,0,0,0,0,0.25,0.625,0.5,0.25,1.657,2.963,38.754
ff1483,0.044,0.088,0.167,0.281,0.316,0.105,0,0,0.509,0.43,0.321,0.061,19.501,35.267,5.036
ff1484,0.2,0.2,0.311,0.289,0,0,0,0,0.378,0.533,0.408,0.089,14.073,22.436,0.55
ff1485,0.344,0.375,0.281,0,0,0,0,0,0.469,0.531,0.086,0.031,8.37,13.95,0.473
ff1486,0.108,0.385,0.446,0.062,0,0,0,0,0.615,0.323,0.133,0.077,10.157,19.932,0.538
ff1487,1,0,0,0,0,0,0,0,0.25,1,0.84,0,2.146,5.35,0.29
ff1488,1,0,0,0,0,0,0,0,1,1,0.75,0,1.15,2.3,0.29
ff1489,0.085,0.128,0.394,0.277,0.117,0,0,0,0.521,0.426,0.06,0.064,12.226,27.338,1.188
ff1490,1,0,0,0,0,0,0,0,1,1,0.96,0,0.36,1.8,59.04
ff1491,0.116,0.145,0.464,0.275,0,0,0,0,0.507,0.449,0.169,0.058,12.076,23.295,0.55
ff1492,1,0,0,0,0,0,0,0,0.667,0.5,0.625,0,1.09,2.15,50.918
ff1493,1,0,0,0,0,0,0,0,0.5,1,0.92,0,0.416,1.5,32.04
ff1494,0.333,0.203,0.188,0.261,0.014,0,0,0,0.478,0.406,0.092,0.116,13.454,19.687,3.184
ff1495,0.423,0.25,0.135,0.192,0,0,0,0,0.538,0.308,0.584,0.135,10.513,16.036,0.482
ff1496,1,0,0,0,0,0,0,0,1,1,0.938,0,0.425,1.7,56
ff1497,1,0,0,0,0,0,0,0,1,1,0.929,0,0.508,1.9,59.53
ff1498,1,0,0,0,0,0,0,0,0.667,0.333,0.7,0.333,1.52,3.133,61.727
ff1499,1,0,0,0,0,0,0,0,1,1,0.941,0,0.509,2.1,57.77
ff1500,1,0,0,0,0,0,0,0,1,1,0.889,0,0.067,0.2,61.31
ff1501,1,0,0,0,0,0,0,0,0.364,0.545,0.214,0.182,3.476,4.845,11.56
ff1502,1,0,0,0,0,0,0,0,0.333,0.5,0.5,0.333,1.063,2,10.9
ff1503,0.236,0.145,0.127,0.491,0,0,0,0,0.527,0.364,0.542,0.091,14.741,23.231,2.735
ff1504,0.043,0.065,0.086,0.14,0.194,0.462,0.011,0,0.634,0.333,0.123,0.043,19.833,42.572,0.769
ff1505,0.065,0.026,0.039,0.143,0.37,0.331,0.026,0,0.5,0.429,0.303,0.078,23.288,43.845,0.681
ff1506,0.04,0.074,0.295,0.443,0.148,0,0,0,0.455,0.46,0.111,0.091,12.988,30.776,0.504
ff1507,1,0,0,0,0,0,0,0,0,0,0.857,0,0.038,0.1,0.26
ff1508,1,0,0,0,0,0,0,0,1,0.5,0.895,0,0.506,1.6,61.055
ff1509,1,0,0,0,0,0,0,0,1,1,0.857,0,0.529,1.4,60.3
ff1510,1,0,0,0,0,0,0,0,0.333,0.833,0.7,0,1.042,2.183,50.8
ff1511,0.138,0.078,0.181,0.405,0.164,0.034,0,0,0.534,0.362,0.237,0.112,17.389,30.006,1.092
ff1512,0.286,0.524,0.19,0,0,0,0,0,0.524,0.524,0.192,0,7.774,14.214,0.433
ff1513,0.094,0.176,0.489,0.17,0.071,0,0,0,0.511,0.398,0.056,0.094,10.849,24.605,0.483
ff1514,1,0,0,0,0,0,0,0,1,1,0.929,0,0.722,2.7,51.22
ff1515,1,0,0,0,0,0,0,0,0.5,0.5,0.926,0.5,0.441,1.65,51.975
ff1516,0.784,0.216,0,0,0,0,0,0,0.243,0.351,0.196,0.324,5.122,4.569,37.868
ff1517,1,0,0,0,0,0,0,0,0.333,0.667,0.667,0.333,0.802,1.6,54.49
ff1518,0.75,0.25,0,0,0,0,0,0,0.625,0.5,0.333,0,3.853,6.388,7.955
ff1519,0.75,0.25,0,0,0,0,0,0,0.583,0.5,0.294,0,5.039,7.075,16.001
ff1520,1,0,0,0,0,0,0,0,0.5,1,0.714,0,1.068,2.15,57.02
ff1521,0.85,0.15,0,0,0,0,0,0,0.3,0.55,0.535,0.2,3.371,5.45,25.275
ff1522,1,0,0,0,0,0,0,0,0.333,0.667,0.6,0.167,1.204,2.317,56.505
ff1523,0.366,0.327,0.277,0.03,0,0,0,0,0.505,0.416,0.241,0.089,9.649,14.858,9.686
ff1524,1,0,0,0,0,0,0,0,1,1,0.889,0,0.067,0.2,55.24
ff1525,0.238,0.762,0,0,0,0,0,0,0.333,0.524,0.323,0.19,7.327,13.348,3.107
ff1526,1,0,0,0,0,0,0,0,1,1,0.8,0,0.179,0.4,0.31
ff1527,1,0,0,0,0,0,0,0,0.6,0.4,0.545,0.2,1.767,2.84,59.592
ff1528,1,0,0,0,0,0,0,0,0.333,0.667,0.8,0.333,0.856,2.067,51.967
ff1529,0.789,0.211,0,0,0,0,0,0,0.474,0.474,0.136,0.105,3.747,7.984,10.048
ff1530,1,0,0,0,0,0,0,0,0.375,0.625,0.529,0.125,3.19,5.95,15.865
ff1531,0.815,0.185,0,0,0,0,0,0,0.304,0.393,0.056,0.311,4.039,6.753,25.381
ff1532,1,0,0,0,0,0,0,0,0.429,0.571,0.759,0.143,1.869,3.586,8.876
ff1533,1,0,0,0,0,0,0,0,0.118,0.529,0.261,0.412,1.354,2.694,48.631
ff1534,0.255,0.745,0,0,0,0,0,0,0.382,0.345,0.154,0.291,5.21,10.349,23.895
ff1535,1,0,0,0,0,0,0,0,0.5,1,0.714,0,0.854,1.75,57.905
ff1536,1,0,0,0,0,0,0,0,0.333,0.667,0.4,0.167,1.325,2.225,49.758
ff1537,0.8,0.2,0,0,0,0,0,0,0.3,0.8,0.231,0,4.931,6.89,37.611
ff1538,1,0,0,0,0,0,0,0,0.333,1,0.727,0,2.435,4.083,0.26
ff1539,1,0,0,0,0,0,0,0,0.286,0.714,0.222,0.143,1.642,3.386,26.201
ff1540,0.5,0.333,0.167,0,0,0,0,0,0.833,0.333,0.6,0,6.37,9.858,54.956
ff1541,1,0,0,0,0,0,0,0,1,1,0.667,0,2.656,4.6,54.49
ff1542,0.117,0.175,0.35,0.133,0.2,0.025,0,0,0.575,0.333,0.124,0.1,15.481,26.901,3.222
ff1543,0.106,0.153,0.224,0.247,0.2,0.071,0,0,0.506,0.471,0.303,0.035,17.88,29.715,2.178
ff1544,0.121,0.424,0.444,0.01,0,0,0,0,0.515,0.394,0.473,0.101,10.837,19.106,3.519
ff1545,1,0,0,0,0,0,0,0,0.286,0.286,0.417,0.571,0.789,0.729,52.043
ff1546,1,0,0,0,0,0,0,0,0.2,0.2,0.444,0.7,0.56,0.6,53.305
ff1547,1,0,0,0,0,0,0,0,0.389,0.278,0.143,0.389,0.986,2.317,54.745
ff1548,1,0,0,0,0,0,0,0,0,0,0.857,0,0.038,0.1,57.53
ff1549,1,0,0,0,0,0,0,0,1,1,0.9,0,0.126,0.4,56.26
ff1550,1,0,0,0,0,0,0,0,0.333,0.333,0.7,0.333,0.628,1.033,52.14
ff1551,1,0,0,0,0,0,0,0,0.304,0.261,0.395,0.478,1.598,3.139,41.203
ff1552,1,0,0,0,0,0,0,0,1,0.5,0.714,0,1.116,2.25,58.025
ff1553,1,0,0,0,0,0,0,0,0.5,1,0.6,0,0.91,1.65,53.235
ff1554,0.543,0.457,0,0,0,0,0,0,0.4,0.514,0.774,0.114,3.908,8.371,28.077
ff1555,1,0,0,0,0,0,0,0,0.25,0.667,0.25,0.167,1.357,2.658,49.282
ff1556,0.081,0.149,0.27,0.5,0,0,0,0,0.649,0.324,0.086,0.041,11.693,26.914,0.487
ff1557,1,0,0,0,0,0,0,0,0.5,0.5,0.6,0.5,0.11,0.2,32.285
ff1558,0.108,0.162,0.378,0.351,0,0,0,0,0.568,0.324,0.373,0.135,13.919,24.397,2.158
ff1559,0.083,0.278,0.167,0.083,0.167,0.222,0,0,0.694,0.25,0.514,0.083,19.458,31.117,2.6
ff1560,0.125,0.062,0.104,0.229,0.479,0,0,0,0.5,0.438,0.575,0.042,19.535,34.331,4.718
ff1561,0.474,0.105,0.158,0.211,0.053,0,0,0,0.421,0.474,0.486,0.105,13.789,18.221,3.809
ff1562,0.409,0.136,0.091,0.136,0.227,0,0,0,0.636,0.364,0.353,0,18.035,22.527,1.027
ff1563,0.121,0.227,0.333,0.242,0.076,0,0,0,0.545,0.409,0.593,0.061,13.802,23.914,5.373
ff1564,0.311,0.222,0.178,0.289,0,0,0,0,0.489,0.467,0.135,0.044,12.744,19.089,8.76
ff1565,0.132,0.158,0.184,0.289,0.237,0,0,0,0.632,0.342,0.356,0.026,17.108,27.85,3.954
ff1566,0.189,0.135,0.054,0.189,0.162,0.27,0,0,0.595,0.405,0.5,0.027,21.532,33.197,5.904
ff1567,0.27,0.203,0.216,0.135,0.176,0,0,0,0.459,0.486,0.339,0.054,15.681,22.573,5.659
ff1568,0.6,0.4,0,0,0,0,0,0,0.533,0.533,0.634,0,5.077,9.073,0.345
ff1569,1,0,0,0,0,0,0,0,0.6,0.4,0.211,0.067,3.014,5.113,12.698
ff1570,0.143,0.127,0.254,0.206,0.27,0,0,0,0.587,0.333,0.137,0.095,16.377,28.517,2.623
ff1571,0.072,0.077,0.123,0.2,0.133,0.144,0.246,0.005,0.544,0.405,0.226,0.056,24.076,42.115,2.552
ff1572,1,0,0,0,0,0,0,0,0.4,0.4,0.583,0.2,0.551,0.68,58.886
ff1573,0.094,0.125,0.344,0.438,0,0,0,0,0.438,0.562,0.289,0.031,14.756,25.959,2.607
ff1574,1,0,0,0,0,0,0,0,1,0.5,0.909,0,0.427,1.45,52.72
ff1575,0.109,0.109,0.236,0.109,0.145,0.255,0.036,0,0.509,0.4,0.127,0.109,21.041,34.865,1.891
ff1576,0.063,0.295,0.316,0.168,0.084,0.074,0,0,0.484,0.421,0.326,0.105,15.979,26.996,2.605
ff1577,0.118,0.137,0.118,0.275,0.353,0,0,0,0.569,0.392,0.469,0.059,18.686,31.441,6.886
ff1578,0.2,0.062,0.075,0.237,0.287,0.138,0,0,0.525,0.425,0.059,0.062,17.987,32.08,4.418
ff1579,0.556,0.444,0,0,0,0,0,0,0.333,0.778,0.5,0,6.349,8.756,21.398
ff1580,0.25,0.25,0.357,0.143,0,0,0,0,0.607,0.286,0.417,0.071,12.207,18.186,3.026
ff1581,0.75,0.25,0,0,0,0,0,0,0.5,0.5,0.333,0.125,5.097,5.775,8.327
ff1582,1,0,0,0,0,0,0,0,0.6,0.4,0.464,0.067,1.759,2.947,4.417
ff1583,0.222,0.184,0.241,0.044,0.171,0.139,0,0,0.475,0.456,0.048,0.076,17.889,27.052,4.571
ff1584,0.333,0.667,0,0,0,0,0,0,0.444,0.556,0.952,0.111,2.408,9.867,13.91
ff1585,1,0,0,0,0,0,0,0,1,1,0.833,0,0.735,1.8,64.08
ff1586,0.038,0.053,0.214,0.412,0.237,0.046,0,0,0.489,0.427,0.385,0.092,18.799,34.235,10.547
ff1587,0.149,0.179,0.194,0.269,0.209,0,0,0,0.672,0.254,0.547,0.075,16.145,26.946,11.322
ff1588,0.12,0.18,0.1,0.14,0.14,0.32,0,0,0.64,0.32,0.618,0.06,20.78,35.206,8.186
ff1589,1,0,0,0,0,0,0,0,0.5,1,0.714,0,0.943,1.9,58.405
ff1590,1,0,0,0,0,0,0,0,0,0,0.875,0,0.035,0.1,54.75
ff1591,0.096,0.16,0.202,0.245,0.298,0,0,0,0.521,0.404,0.096,0.085,15.008,29.552,4.627
ff1592,0.29,0.327,0.196,0.084,0.093,0.009,0,0,0.495,0.467,0.434,0.047,13.495,19.094,13.81
ff1593,0.146,0.729,0.125,0,0,0,0,0,0.5,0.417,0.368,0.104,8.617,14.625,6.996
ff1594,0.197,0.197,0.182,0.159,0.265,0,0,0,0.47,0.455,0.07,0.083,14.947,25.876,5.742
ff1595,1,0,0,0,0,0,0,0,1,0.333,0.5,0,1.152,2.1,20.26
ff1596,1,0,0,0,0,0,0,0,0.55,0.45,0.394,0.05,3.174,5.515,24.326
ff1597,1,0,0,0,0,0,0,0,1,1,0.75,0,0.9,1.8,55.24
ff1598,1,0,0,0,0,0,0,0,0.571,0.571,0.708,0,1.347,2.829,9.084
ff1599,0.146,0.219,0.241,0.321,0.073,0,0,0,0.496,0.394,0.149,0.117,13.495,24.785,5.097
